City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Dudinka,RU,69.4058,86.1778,-40.67,80,37,1.9,scattered clouds
347,Mahajanga,MG,-15.7167,46.3167,73.4,94,20,2.3,few clouds
348,Fomboni,KM,-12.28,43.7425,82.17,71,100,5.35,overcast clouds
349,Gorgan,IR,36.8387,54.4348,28.4,80,0,2.66,clear sky
350,Cherskiy,RU,68.75,161.3,-25.35,86,100,5.64,overcast clouds
351,Arrecife,ES,28.963,-13.5477,62.6,82,0,6.91,clear sky
352,Ponta Do Sol,PT,32.6667,-17.1,59.0,77,100,1.99,overcast clouds
353,Marawi,PH,7.9986,124.2928,82.99,79,99,5.01,overcast clouds
354,Taltal,CL,-25.4,-70.4833,64.94,74,0,1.54,clear sky
355,Yining,CN,29.0361,114.5636,60.26,52,0,2.24,clear sky
356,Inhambane,MZ,-23.865,35.3833,80.53,86,100,14.45,overcast clouds
357,Rigaud,CA,45.4793,-74.3024,6.01,71,48,5.01,scattered clouds
358,Pangnirtung,CA,66.1451,-65.7125,15.53,80,69,2.44,broken clouds
359,Ust-Nera,RU,64.5667,143.2,-19.84,78,100,3.02,overcast clouds
360,Pimentel,PE,-6.8367,-79.9342,71.55,80,99,12.57,overcast clouds
361,Pailon,BO,-17.65,-62.75,71.6,94,75,3.44,broken clouds
362,Solnechnyy,RU,50.7214,136.6319,4.71,88,70,2.46,broken clouds
363,Vila Franca Do Campo,PT,37.7167,-25.4333,62.01,100,75,20.71,light rain
364,Klaksvik,FO,62.2266,-6.589,33.8,93,40,2.3,light rain
365,Czestochowa,PL,50.7965,19.1241,34.0,100,90,4.61,mist
366,Rhyl,GB,53.3196,-3.4886,34.0,87,100,4.0,light snow
367,Vaitape,PF,-16.5167,-151.75,81.3,74,0,12.5,clear sky
368,Seoul,KR,37.5683,126.9778,50.0,50,0,6.91,clear sky
369,Uusikaupunki,FI,60.8004,21.4084,33.8,100,90,9.22,snow
370,Cap Malheureux,MU,-19.9842,57.6142,82.99,72,3,3.0,clear sky
371,Honningsvag,NO,70.9821,25.9704,21.4,93,99,29.86,overcast clouds
372,Olinda,BR,-8.0089,-34.8553,75.2,78,40,5.75,scattered clouds
373,Owando,CG,-0.4819,15.8999,71.89,88,94,2.64,overcast clouds
374,Sur,OM,22.5667,59.5289,67.48,51,0,14.12,clear sky
375,Scharnstein,AT,47.9044,13.9601,32.0,95,100,1.01,overcast clouds
376,Kendari,ID,-3.945,122.4989,83.62,72,100,0.13,light rain
377,Shelburne,CA,44.0787,-80.2041,21.2,92,90,2.3,light snow
378,Jumla,NP,29.2747,82.1838,47.91,31,0,3.51,clear sky
379,Trelew,AR,-43.249,-65.3051,66.7,54,84,13.71,broken clouds
380,Chiang Kham,TH,19.5233,100.3,69.8,68,0,3.44,clear sky
381,Lokosovo,RU,61.1333,74.8167,-47.25,76,60,5.3,broken clouds
382,Mandali,IQ,33.7499,45.5541,44.17,56,0,2.89,clear sky
383,Lobau,DE,51.1,14.6667,32.0,96,100,2.91,light snow
384,Mansa,IN,29.9833,75.3833,52.92,71,0,5.39,clear sky
385,Mao,ES,39.8885,4.2658,57.2,82,0,11.5,clear sky
386,Manjakandriana,MG,-18.9167,47.8,62.6,94,20,2.3,few clouds
387,Axim,GH,4.8699,-2.2405,77.13,87,32,4.34,scattered clouds
388,San Juan De La Maguana,DO,18.8059,-71.2299,52.0,58,3,3.15,clear sky
389,Alugan,PH,12.2188,125.4808,83.64,71,1,7.14,clear sky
390,Back Mountain,US,41.3359,-75.9963,21.99,65,1,5.99,clear sky
391,Komsomolskiy,UZ,40.4272,71.7189,19.4,79,98,4.61,overcast clouds
392,Sao Filipe,CV,14.8961,-24.4956,72.46,64,46,4.27,scattered clouds
393,Santa Cruz,BO,-17.8,-63.1667,71.6,94,75,3.44,broken clouds
394,Eslov,SE,55.8393,13.3039,32.0,96,60,3.87,broken clouds
395,Vertou,FR,47.1687,-1.4693,32.0,100,80,4.61,mist
396,Mutum,BR,-19.8,-41.4383,66.56,92,44,1.28,scattered clouds
397,Jijiga,ET,9.35,42.8,56.35,47,92,3.67,overcast clouds
398,Laguna,US,38.421,-121.4238,48.99,71,1,3.09,clear sky
399,Oranjestad,AW,12.524,-70.027,78.8,89,40,16.11,scattered clouds
400,Mont-De-Marsan,FR,44.0,-0.6667,41.0,100,98,3.44,drizzle
401,Okhotsk,RU,59.3833,143.3,-10.77,81,100,10.69,overcast clouds
402,Anshun,CN,26.25,105.9333,51.76,88,100,16.93,overcast clouds
403,Iqaluit,CA,63.7506,-68.5145,6.8,78,1,23.02,clear sky
404,Wonthaggi,AU,-38.6044,145.5913,99.0,62,100,7.52,overcast clouds
405,Elliot Lake,CA,46.3834,-82.6331,14.0,79,90,4.61,overcast clouds
406,Ilulissat,GL,69.2167,-51.1,21.2,38,30,6.91,scattered clouds
407,Chingirlau,KZ,51.095,54.0814,34.11,99,100,11.21,light rain
408,Katangli,RU,51.7102,143.2326,4.06,93,100,11.01,light snow
409,Serebryansk,KZ,49.6925,83.2892,8.6,85,90,2.24,snow
410,Gilbues,BR,-9.8317,-45.3439,68.63,75,2,1.21,clear sky
411,Khromtau,KZ,50.2503,58.4347,9.61,96,100,12.48,overcast clouds
412,Belle Fourche,US,44.6714,-103.8522,24.01,79,90,8.05,overcast clouds
413,Alofi,NU,-19.0595,-169.9187,86.0,62,99,6.91,overcast clouds
414,Rochegda,RU,62.8,43.25,20.68,98,100,6.02,overcast clouds
415,Lappeenranta,FI,61.0587,28.1887,33.01,96,100,1.01,snow
416,Camocim,BR,-2.9022,-40.8411,76.53,88,100,7.76,overcast clouds
417,Teseney,ER,15.11,36.6575,65.25,86,30,5.95,scattered clouds
418,Panzhihua,CN,26.5851,101.7128,55.99,49,0,1.01,clear sky
419,Kotido,UG,2.9806,34.1331,68.81,62,86,10.47,overcast clouds
420,Tuatapere,NZ,-46.1333,167.6833,60.01,81,95,21.0,overcast clouds
421,Am Timan,TD,11.0297,20.2827,66.09,26,56,5.14,broken clouds
422,Padang,ID,-0.9492,100.3543,87.8,58,20,3.44,few clouds
423,Ust-Kuyga,RU,70.0167,135.6,-43.13,78,97,0.83,overcast clouds
424,Touros,BR,-5.1989,-35.4608,77.0,83,20,4.61,few clouds
425,Batagay-Alyta,RU,67.8006,130.4114,-36.9,75,96,1.36,overcast clouds
426,Udachnyy,RU,66.4167,112.4,-37.62,79,52,3.36,broken clouds
427,Ketchikan,US,55.3422,-131.6461,33.8,100,90,4.61,light snow
428,Guanhaes,BR,-18.775,-42.9325,61.63,97,17,4.43,few clouds
429,Chipinge,ZW,-20.1883,32.6236,64.38,96,89,5.75,overcast clouds
430,Kloulklubed,PW,7.0419,134.2556,86.0,74,75,10.36,broken clouds
431,Necochea,AR,-38.5473,-58.7368,73.99,74,1,12.8,clear sky
432,Dedougou,BF,12.4667,-3.4667,64.15,25,0,5.93,clear sky
433,Ajdabiya,LY,30.7554,20.2263,51.57,44,0,9.71,clear sky
434,Ixtapa,MX,20.7,-105.2,70.0,94,1,2.08,clear sky
435,Pachino,IT,36.7186,15.0907,50.0,87,75,6.91,broken clouds
436,Zhuhai,CN,22.2769,113.5678,70.0,88,40,12.66,scattered clouds
437,Araouane,ML,18.9048,-3.5265,60.42,23,41,10.56,scattered clouds
438,Alyangula,AU,-13.8483,136.4192,78.8,100,75,3.44,light rain
439,Loon Op Zand,NL,51.6388,5.0504,36.0,93,90,10.36,overcast clouds
440,Palmerston,AU,-12.486,130.9833,87.01,79,75,19.57,light rain
441,San Cristobal,VE,7.7669,-72.225,65.37,81,75,2.35,broken clouds
442,Codrington,AU,-38.2667,141.9667,100.31,15,100,6.96,overcast clouds
443,Westport,US,41.1415,-73.3579,23.0,56,0,15.9,clear sky
444,Les Cayes,HT,18.2,-73.75,74.03,83,9,4.25,clear sky
445,Goure,NE,13.9835,10.2704,64.0,18,2,11.99,clear sky
446,Anadyr,RU,64.75,177.4833,-18.0,76,0,8.95,clear sky
447,Harper,LR,4.375,-7.7169,77.36,87,3,5.12,clear sky
448,Saint-Louis,SN,16.3333,-15.0,62.6,29,0,2.3,clear sky
449,Tecoanapa,MX,16.5167,-98.75,77.0,81,100,3.8,overcast clouds
450,Quesnel,CA,52.9999,-122.5029,21.2,73,90,6.91,overcast clouds
451,Linfen,CN,36.0889,111.5189,44.38,56,70,2.04,broken clouds
452,Springfield,US,37.2153,-93.2982,37.99,41,90,20.71,overcast clouds
453,Morwell,AU,-38.2333,146.4,95.0,25,99,1.99,overcast clouds
454,Tigre,AR,-34.426,-58.5796,81.0,69,0,10.36,clear sky
455,Puerto Madero,MX,14.7208,-92.4215,73.4,100,20,4.21,few clouds
456,Enshi,CN,30.3,109.4833,47.61,80,100,1.1,light rain
457,Ulaanbaatar,MN,47.9077,106.8832,3.2,78,75,4.79,broken clouds
458,Keti Bandar,PK,24.1447,67.4497,63.73,22,0,15.59,clear sky
459,Janakpur,NP,26.7183,85.9065,68.83,49,0,3.49,clear sky
460,Asilah,MA,35.465,-6.0348,55.4,100,75,10.36,broken clouds
461,Pokrovsk,UA,48.282,37.1758,36.66,93,100,13.2,overcast clouds
462,Rio Gallegos,AR,-51.6226,-69.2181,55.4,44,0,5.75,clear sky
463,Shizuishan,CN,39.2333,106.7694,35.73,74,74,2.55,broken clouds
464,Hasilpur,PK,29.7122,72.5553,55.35,40,0,7.07,clear sky
465,Maragogi,BR,-9.0122,-35.2225,76.32,83,52,6.91,broken clouds
466,Vao,NC,-22.6667,167.4833,75.69,80,100,24.38,overcast clouds
467,Opuwo,NA,-18.0607,13.84,61.56,88,100,2.66,overcast clouds
468,Tokur,RU,53.1333,132.9,-9.31,89,100,3.49,overcast clouds
469,Sergeyevka,KZ,53.88,67.4158,-26.72,82,62,4.25,broken clouds
470,Byron Bay,AU,-28.65,153.6167,82.4,65,40,12.66,scattered clouds
471,Santa Rosalia,MX,27.3167,-112.2833,57.74,69,28,8.79,scattered clouds
472,Ginda,IN,30.6945,78.4932,51.04,44,21,1.19,few clouds
473,Hambantota,LK,6.1241,81.1185,78.8,83,40,10.36,scattered clouds
474,Wajima,JP,37.4,136.9,42.8,81,75,4.61,broken clouds
475,Georgetown,MY,5.4112,100.3354,84.2,70,20,4.61,few clouds
476,Kavaratti,IN,10.5669,72.642,81.37,74,88,10.83,overcast clouds
477,Marsala,IT,37.7966,12.4352,57.99,82,40,17.27,scattered clouds
478,Santa Isabel,BR,-23.3156,-46.2214,71.6,94,20,3.44,few clouds
479,Alpine,US,32.835,-116.7664,48.2,81,90,3.44,overcast clouds
480,Nagapattinam,IN,10.7667,79.8333,79.81,62,24,7.0,few clouds
481,Samarai,PG,-10.6167,150.6667,83.82,72,93,4.52,light rain
482,Sapa,PH,5.1544,120.3241,83.23,75,52,9.22,broken clouds
483,Mosquera,CO,4.7059,-74.2302,50.0,93,40,3.44,scattered clouds
484,Kijang,KR,35.2442,129.2139,51.8,50,75,13.8,broken clouds
485,Yalvac,TR,38.2956,31.1778,35.98,83,55,3.58,broken clouds
486,Belaya Gora,RU,68.5333,146.4167,-30.44,84,100,5.44,overcast clouds
487,Rock Sound,BS,24.9,-76.2,73.45,63,0,6.67,clear sky
488,Port Keats,AU,-14.25,129.55,83.98,79,100,8.99,light rain
489,Semirom,IR,31.4167,51.5667,26.47,75,0,2.55,clear sky
490,Jaciara,BR,-15.9653,-54.9683,71.94,89,99,1.77,light rain
491,Kerrobert,CA,51.9168,-109.1348,-16.6,83,40,6.91,scattered clouds
492,Bonavista,CA,48.6499,-53.1147,26.01,86,12,4.61,few clouds
493,Isiro,CD,2.7739,27.616,67.95,58,100,2.3,overcast clouds
494,Itaituba,BR,-4.2761,-55.9836,78.8,94,40,1.28,light rain
495,Gualaquiza,EC,-3.4,-78.55,62.74,87,99,1.1,overcast clouds
496,Shingu,JP,33.7333,135.9833,50.0,100,75,4.61,broken clouds
497,Puerto Maldonado,PE,-12.6,-69.1833,69.96,98,100,0.6,overcast clouds
498,Juneau,US,58.3019,-134.4197,32.0,86,90,17.27,snow
499,Finschhafen,PG,-6.6024,147.8681,86.85,68,71,14.54,broken clouds
500,Northam,GB,51.0333,-4.2167,36.0,90,100,5.01,snow
501,Samdrup Jongkhar,BT,26.9167,91.6167,62.42,50,100,3.15,overcast clouds
502,Banda Aceh,ID,5.5577,95.3222,83.19,70,26,9.19,scattered clouds
503,Mahibadhoo,MV,3.7833,72.9667,83.26,68,67,9.51,broken clouds
504,Sinnamary,GF,5.3833,-52.95,77.23,89,100,12.66,overcast clouds
505,Kushmurun,KZ,52.4503,64.6311,-13.94,86,92,5.57,overcast clouds
506,Masuda,JP,34.6667,131.85,46.4,87,75,9.22,broken clouds
507,Barranca,PE,-10.75,-77.7667,70.18,84,79,5.06,broken clouds
508,Baykit,RU,61.67,96.37,-27.04,80,100,2.19,overcast clouds
509,Samfya,ZM,-11.3649,29.5565,65.86,93,100,4.21,light rain
510,Port-Cartier,CA,50.0334,-66.8654,34.0,69,100,14.97,overcast clouds
511,Ouesso,CG,1.6136,16.0517,71.33,82,62,2.3,broken clouds
512,Ratnagiri,IN,16.9833,73.3,79.83,53,0,6.13,clear sky
513,Bela,IN,25.9333,81.9833,64.99,47,0,6.29,clear sky
514,Lorengau,PG,-2.0226,147.2712,85.55,62,81,3.02,broken clouds
515,Ayan,RU,56.45,138.1667,-18.81,71,41,15.26,scattered clouds
516,Poum,NC,-20.2333,164.0167,82.44,76,99,20.38,light rain
517,Raga,SS,8.4596,25.678,64.6,28,70,3.36,broken clouds
518,San Pedro De Uraba,CO,8.2752,-76.3764,73.58,95,97,2.71,overcast clouds
519,Gimli,CA,50.6336,-96.9907,12.2,79,96,11.5,overcast clouds
520,Harindanga,IN,22.0383,88.3214,59.0,94,40,0.2,fog
521,Tautira,PF,-17.7333,-149.15,82.4,69,75,6.91,light rain
522,Dingle,PH,10.9995,122.6711,85.08,71,46,6.17,scattered clouds
523,Brive-La-Gaillarde,FR,45.25,1.5,35.01,52,100,2.68,overcast clouds
524,Bara,NG,10.3744,10.7288,63.52,25,58,5.93,broken clouds
525,Tocopilla,CL,-22.092,-70.1979,67.87,62,3,3.09,clear sky
526,Fort Nelson,CA,58.8053,-122.7002,-2.2,78,90,4.61,light snow
527,Sao Pedro Do Sul,BR,-29.6206,-54.1789,75.2,88,0,8.05,light rain
528,Longhua,CN,23.6137,114.1919,77.59,38,0,2.71,clear sky
529,Gravdal,NO,68.1214,13.5031,23.72,92,61,11.63,broken clouds
530,Nsanje,MW,-16.92,35.262,73.83,90,100,4.52,light rain
531,Fredericksburg,US,38.3032,-77.4605,28.4,50,1,3.44,clear sky
532,Sinnar,SD,13.5691,33.5672,68.27,42,42,10.18,scattered clouds
533,Leningradskiy,RU,69.3833,178.4167,-17.12,79,0,1.66,clear sky
534,Hirara,JP,24.8,125.2833,69.8,56,40,12.66,scattered clouds
535,Kochubey,RU,44.3861,46.5825,32.49,96,0,10.29,clear sky
536,Ordu,TR,40.9086,37.6845,39.2,60,0,1.14,clear sky
537,Deputatskiy,RU,69.3,139.9,-34.67,84,99,2.84,overcast clouds
538,Burnie,AU,-41.0667,145.9167,73.99,32,100,8.01,overcast clouds
539,Longyearbyen,SJ,78.2186,15.6401,12.2,67,75,10.36,broken clouds
540,Novobirilyussy,RU,56.9514,90.6661,0.97,91,100,6.91,overcast clouds
541,Narsaq,GL,60.9167,-46.05,28.4,26,0,25.32,clear sky
542,Santa Rosa,PH,14.3122,121.1114,87.01,70,75,6.91,broken clouds
543,Guilin,CN,25.2819,110.2864,57.2,58,90,4.47,haze
544,Mana,GF,5.6592,-53.7767,77.27,89,99,10.74,overcast clouds
545,Miranda,CO,3.2499,-76.2281,68.0,88,0,6.91,light rain
546,Port Hardy,CA,50.6996,-127.4199,39.2,87,90,10.36,overcast clouds
547,Teya,RU,60.3778,92.6267,-11.24,87,100,1.77,overcast clouds
548,Lhokseumawe,ID,5.1801,97.1507,82.85,67,9,2.68,clear sky
549,Viransehir,TR,37.2353,39.7631,34.5,74,54,5.99,broken clouds
550,Calama,CL,-22.4667,-68.9333,55.4,26,0,5.75,clear sky
551,Buala,SB,-8.145,159.5921,85.6,63,100,5.59,overcast clouds
552,Polunochnoye,RU,60.8697,60.4153,-24.97,87,100,5.08,light snow
553,Petatlan,MX,17.5167,-101.2667,73.54,87,100,2.39,overcast clouds
554,Brainerd,US,46.358,-94.2008,17.6,79,90,11.5,light snow
555,Gaoyou,CN,32.7858,119.4278,48.99,70,1,7.9,clear sky
556,Eyl,SO,7.9803,49.8164,71.91,74,93,18.97,overcast clouds
557,Divnogorsk,RU,55.9594,92.3619,-4.0,77,81,2.24,broken clouds
558,Nisia Floresta,BR,-6.0911,-35.2086,78.8,78,40,9.22,scattered clouds
559,Kununurra,AU,-15.7667,128.7333,89.6,74,100,6.91,overcast clouds
560,Zambezi,ZM,-13.5432,23.1047,64.35,98,100,3.13,light rain
561,Adrar,MR,20.5022,-10.0711,61.11,24,0,9.57,clear sky
562,Moa,CU,20.6569,-74.9403,74.8,84,23,8.1,few clouds
563,Manicore,BR,-5.8092,-61.3003,75.04,91,100,1.66,overcast clouds
564,Darmstadt,DE,49.8333,8.6667,37.99,87,100,16.31,overcast clouds
565,Pudozh,RU,61.8099,36.5345,32.65,96,100,5.86,overcast clouds
566,Sisimiut,GL,66.9395,-53.6735,16.3,78,0,4.63,clear sky
567,Cockburn Town,TC,21.4612,-71.1419,77.47,70,0,8.1,clear sky
568,Ribeira Grande,PT,38.5167,-28.7,62.6,87,64,25.95,broken clouds
569,Rexburg,US,43.826,-111.7897,17.6,73,1,3.98,clear sky
570,Kama,RU,56.3051,54.0936,13.14,96,100,10.49,snow
571,Linjiang,CN,41.8069,126.9078,37.13,75,26,0.81,scattered clouds
572,Borogontsy,RU,62.6683,131.1683,-50.13,74,100,4.88,overcast clouds
573,Dolgorukovo,RU,52.3195,38.3453,33.8,98,100,9.89,overcast clouds
574,Hajdunanas,HU,47.85,21.4333,46.4,93,100,13.8,overcast clouds
575,Havoysund,NO,70.9963,24.6622,15.8,62,90,17.27,overcast clouds
576,Altay,CN,47.8667,88.1167,2.08,80,73,1.48,broken clouds
577,Cururupu,BR,-1.8283,-44.8683,76.06,89,74,4.07,light rain
578,Cam Ranh,VN,11.9214,109.1591,80.6,57,0,11.5,clear sky
579,Warri,NG,5.5167,5.75,75.02,91,94,1.01,overcast clouds
580,Zvornik,BA,44.3869,19.1014,37.4,100,20,5.75,few clouds
581,Canning,IN,22.3189,88.6714,59.0,94,40,1.9,fog
582,Cayhagan,PH,9.6697,122.4256,83.53,68,86,5.95,overcast clouds
583,Acapulco,MX,16.8634,-99.8901,80.6,83,90,3.44,overcast clouds
584,Kjollefjord,NO,70.9457,27.3465,18.54,91,100,24.05,overcast clouds
585,Puerto Escondido,MX,15.85,-97.0667,76.35,78,69,2.75,broken clouds
586,Yemelyanovo,RU,56.1681,92.6767,-4.0,77,94,2.24,overcast clouds
587,Alice Springs,AU,-23.7,133.8833,89.6,48,75,11.5,light rain
588,Bandarbeyla,SO,9.4942,50.8122,72.36,71,58,18.75,broken clouds
589,Kosh-Agach,RU,50.0,88.6667,-9.53,80,100,1.03,overcast clouds
590,Paamiut,GL,61.994,-49.6678,20.37,80,0,9.51,clear sky
591,Malard,IR,35.6659,50.9767,26.6,79,0,2.82,clear sky
592,Porechye-Rybnoye,RU,57.098,39.3835,33.8,93,90,8.95,overcast clouds
593,Mount Isa,AU,-20.7333,139.5,95.0,31,56,12.66,broken clouds
594,Nyurba,RU,63.2842,118.3319,-45.02,77,55,6.26,broken clouds
595,Kulhudhuffushi,MV,6.6221,73.07,82.17,73,30,8.84,scattered clouds
596,Hobyo,SO,5.3505,48.5268,76.86,69,89,21.39,overcast clouds
597,Lumeje,AO,-11.55,20.7833,64.98,95,100,4.99,light rain
598,Bukoba,TZ,-1.3317,31.8122,68.2,75,97,3.4,light rain
599,Chicama,PE,-7.8447,-79.1469,69.8,88,100,9.22,light rain
600,Tiarei,PF,-17.5333,-149.3333,82.4,69,75,6.91,broken clouds
601,Ojuelos De Jalisco,MX,21.8667,-101.5833,59.88,38,87,5.7,overcast clouds
602,Maniitsoq,GL,65.4167,-52.9,16.75,76,0,4.83,clear sky
603,Luena,AO,-11.7833,19.9167,62.85,96,100,4.7,light rain
604,Acarau,BR,-2.8856,-40.12,79.66,80,100,9.1,overcast clouds
605,Coahuayana,MX,18.7333,-103.6833,71.44,81,98,2.68,overcast clouds
606,Requena,ES,39.4883,-1.1004,66.2,55,20,26.46,few clouds
607,Nazare,BR,-13.035,-39.0144,72.59,93,100,2.44,light rain
608,Kumbo,CM,6.2,10.6667,57.76,35,100,3.71,overcast clouds
609,Xining,CN,36.6167,101.7667,28.85,66,100,3.22,overcast clouds
610,Flinders,AU,-34.5833,150.8552,89.01,58,42,10.0,scattered clouds
611,Jackson,US,42.4165,-122.8345,44.6,61,90,0.94,overcast clouds
612,Port Hawkesbury,CA,45.6169,-61.3485,25.0,93,90,11.5,light snow
613,Akyab,MM,20.15,92.9,71.8,41,0,3.13,clear sky
614,Esperance,AU,-33.8667,121.9,71.6,60,90,6.91,overcast clouds
615,Conde,BR,-7.2597,-34.9075,75.2,94,0,2.3,clear sky
616,Novokayakent,RU,42.3937,47.9861,30.2,93,0,4.47,clear sky
617,Fort Saint James,CA,54.4333,-124.25,5.7,93,100,1.7,overcast clouds
618,Pinega,RU,64.7001,43.3936,7.05,95,96,5.06,overcast clouds
619,Luderitz,NA,-26.6481,15.1594,69.37,59,92,25.64,light rain
620,Kamen-Rybolov,RU,44.7481,132.0403,19.92,93,0,1.74,clear sky
621,Beringovskiy,RU,63.05,179.3167,-3.69,88,76,2.48,broken clouds
622,La Paz,BO,-16.5,-68.15,44.6,76,75,10.36,broken clouds
623,Rio Grande,BR,-32.035,-52.0986,73.99,88,84,9.66,broken clouds
624,Bulungu,CD,-4.55,18.6,70.63,96,100,3.89,moderate rain
625,Matehuala,MX,23.65,-100.65,66.2,40,33,7.52,scattered clouds
626,Santo Antonio Do Monte,BR,-20.0872,-45.2936,62.76,95,92,6.38,overcast clouds
627,Eresos,GR,39.1667,25.9333,57.2,77,40,17.27,scattered clouds
628,Dunedin,NZ,-45.8742,170.5036,64.99,70,74,17.6,broken clouds
629,San Isidro,PE,-12.1167,-77.05,77.0,83,40,6.91,scattered clouds
630,Waipawa,NZ,-41.4122,175.5153,69.8,56,63,27.63,broken clouds
631,Balabac,PH,7.9868,117.0645,82.65,74,47,8.63,scattered clouds
632,Wanning,CN,18.8003,110.3967,73.9,66,0,5.17,clear sky
633,Itoman,JP,26.1247,127.6694,68.0,60,20,17.27,few clouds
634,Omboue,GA,-1.5746,9.2618,76.6,86,98,4.38,overcast clouds
635,Evensk,RU,61.95,159.2333,-15.61,81,99,8.3,overcast clouds
636,West Bay,KY,19.3667,-81.4167,78.01,88,20,6.91,few clouds
637,Lashio,MM,22.9333,97.75,72.79,45,3,1.7,clear sky
638,Paso De Los Toros,UY,-32.8167,-56.5167,74.44,74,0,12.71,clear sky
639,Whitehorse,CA,60.7161,-135.0538,10.4,85,90,9.22,light snow
640,Narok,KE,-1.0783,35.8601,53.8,89,41,2.06,scattered clouds
641,Tres Arroyos,AR,-38.3739,-60.2798,80.53,40,0,17.52,clear sky
642,Udarnyy,RU,54.3409,42.8611,33.87,98,100,6.55,overcast clouds
643,Aksarka,RU,66.5606,67.7975,-40.36,80,20,4.92,few clouds
644,Vzmorye,RU,54.6961,20.2361,37.0,93,90,8.95,overcast clouds
645,Alamosa,US,37.4695,-105.87,26.6,68,1,6.06,clear sky
646,Sualkuchi,IN,26.17,91.5709,59.0,77,40,2.15,mist
647,Nuuk,GL,64.1835,-51.7216,17.6,73,20,3.44,few clouds
648,Reyes,BO,-14.3167,-67.3833,70.56,98,100,0.4,light rain
649,Palmer,US,42.1584,-72.3287,17.01,60,0,1.99,clear sky
650,Kuandian,CN,40.7286,124.7847,37.49,78,67,2.06,broken clouds
651,Champoton,MX,19.35,-90.7167,76.03,80,31,6.26,scattered clouds
652,Ubatuba,BR,-23.4339,-45.0711,74.25,80,99,2.59,overcast clouds
653,Chiang Klang,TH,19.2938,100.8617,69.8,68,0,3.44,clear sky
654,Ibra,OM,22.6906,58.5334,60.98,31,0,4.97,clear sky
655,Srandakan,ID,-7.9386,110.2506,85.96,63,100,6.29,overcast clouds
656,Khasan,RU,42.4308,130.6434,29.77,94,0,2.95,clear sky
657,Antofagasta,CL,-23.65,-70.4,66.2,82,75,8.05,broken clouds
658,San Jose,US,37.3394,-121.895,48.2,71,1,2.17,clear sky
659,Tabuk,PH,17.4189,121.4443,72.48,90,99,10.16,overcast clouds
660,Birao,CF,10.2849,22.7882,70.34,22,80,9.22,broken clouds
661,Viedma,AR,-40.8135,-62.9967,67.98,64,63,21.27,broken clouds
662,Bonnyville,CA,54.2668,-110.735,-22.0,63,1,2.93,clear sky
663,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,77,75,6.91,broken clouds
664,Dehloran,IR,32.6941,47.2679,46.89,48,0,1.12,clear sky
665,Sakakah,SA,29.9697,40.2064,39.2,41,0,3.44,clear sky
666,Atchison,US,39.563,-95.1216,37.0,54,100,9.17,overcast clouds
667,Jizan,SA,17.3333,42.6667,71.6,83,20,4.16,few clouds
668,Hachinohe,JP,40.5,141.5,37.0,43,100,1.01,overcast clouds
669,Hirado,JP,33.3597,129.5531,55.4,67,75,23.02,broken clouds
670,Saint Anthony,US,45.0205,-93.218,19.0,79,90,9.22,snow
671,Nakasongola,UG,1.3089,32.4564,69.03,74,76,3.49,light rain
672,Monte Gordo,PT,37.1819,-7.4523,60.8,94,75,17.27,broken clouds
673,Laurel,US,39.0993,-76.8483,26.01,42,1,8.05,clear sky
674,Tsabong,BW,-26.0217,22.401,76.68,34,68,3.27,broken clouds
675,Ashtian,IR,34.5217,50.0019,22.71,83,6,3.49,clear sky
676,El Sauce,NI,12.8869,-86.539,72.99,63,2,5.68,clear sky
677,Rognan,NO,67.0953,15.3878,17.6,62,40,23.02,scattered clouds
678,Bairiki,KI,1.3292,172.9752,84.2,70,20,8.05,few clouds
679,Tadine,NC,-21.55,167.8833,78.46,78,91,21.7,overcast clouds
680,Novikovo,RU,51.1537,37.8879,34.54,96,100,8.3,overcast clouds
681,Larsnes,NO,62.2028,5.5773,37.0,70,100,1.99,overcast clouds
682,Inta,RU,66.0317,60.1659,-10.7,82,100,10.6,overcast clouds
683,Matamoros,MX,25.5333,-103.25,71.6,26,40,5.17,scattered clouds
684,San Joaquin,US,37.9333,-121.3011,51.01,76,1,3.44,clear sky
685,Beloha,MG,-25.1667,45.05,78.73,76,1,6.33,clear sky
686,Nicoya,CR,10.1483,-85.452,80.6,57,0,20.71,clear sky
687,Uruacu,BR,-14.5247,-49.1408,69.35,90,80,2.46,broken clouds
688,Batagay,RU,67.6333,134.6333,-41.51,78,99,0.51,overcast clouds
689,Dawei,MM,14.0833,98.2,85.5,41,0,3.87,clear sky
690,Powell River,CA,49.8496,-124.5361,35.6,93,75,2.3,broken clouds
691,Jacqueville,CI,5.2052,-4.4146,77.0,100,20,4.61,few clouds
692,Khandyga,RU,62.6667,135.6,-43.38,76,100,1.25,overcast clouds
693,Batemans Bay,AU,-35.7167,150.1833,88.0,67,15,4.0,few clouds
694,Carupano,VE,10.6678,-63.2585,75.11,87,11,9.24,few clouds
695,Inirida,CO,3.8653,-67.9239,73.72,94,100,2.62,light rain
696,Burns Lake,CA,54.2331,-125.7533,14.0,85,100,4.61,overcast clouds
697,Boa Vista,BR,2.8197,-60.6733,77.0,83,40,10.36,scattered clouds
698,Kandi,BJ,11.1342,2.9386,65.7,24,37,5.39,scattered clouds
